Variant,FR_thr,TP,SL,Leverage,PF,Return,MDD,WR,Sharpe,Trades
fear_combo,0.03,2.0,1.5,5,2.02,134.6,-38.2,65.7,0.53,594
fear_combo,0.03,2.0,1.5,10,2.07,444.3,-75.0,65.7,0.77,594
fear_combo,0.03,2.0,2.0,3,1.56,44.3,-23.9,65.8,0.34,594
fear_combo,0.03,2.0,2.0,5,1.57,83.7,-38.3,65.8,0.46,594
fear_combo,0.03,2.0,2.0,10,1.58,232.6,-75.1,65.8,0.72,594
fear_combo,0.03,2.0,3.0,3,1.09,8.7,-25.5,66.2,0.21,594
fear_combo,0.03,2.0,3.0,5,1.09,14.4,-39.2,66.2,0.33,594
fear_combo,0.03,2.0,3.0,10,1.08,28.2,-75.7,66.2,0.62,594
fear_combo,0.03,3.0,0.8,3,4.34,210.1,-23.0,60.3,0.7,595
fear_combo,0.03,3.0,0.8,5,4.48,556.8,-38.1,60.3,0.8,595
fear_combo,0.03,3.0,0.8,10,4.64,2356.7,-74.9,60.3,0.88,595
fear_combo,0.03,3.0,1.0,3,3.62,188.9,-23.0,60.3,0.66,595
fear_combo,0.03,3.0,1.0,5,3.73,483.8,-38.1,60.3,0.77,595
fear_combo,0.03,3.0,1.0,10,3.88,2119.0,-74.9,60.3,0.88,595
fear_combo,0.03,3.0,1.5,3,2.56,143.0,-23.0,60.4,0.58,594
fear_combo,0.03,3.0,1.5,5,2.62,337.3,-38.1,60.4,0.69,594
fear_combo,0.03,3.0,1.5,10,2.75,1535.8,-74.9,60.4,0.86,594
fear_combo,0.03,3.0,2.0,3,2.01,107.9,-23.0,60.9,0.51,594
fear_combo,0.03,3.0,2.0,5,2.05,237.0,-38.1,60.9,0.62,594
fear_combo,0.03,3.0,2.0,10,2.13,1004.3,-74.9,60.9,0.84,594
fear_combo,0.03,3.0,3.0,3,1.41,52.8,-23.4,61.6,0.37,594
fear_combo,0.03,3.0,3.0,5,1.42,101.4,-38.2,61.6,0.48,594
fear_combo,0.03,3.0,3.0,10,1.44,292.6,-75.0,61.6,0.73,594
fear_combo,0.03,5.0,0.8,3,5.52,485.6,-22.8,51.9,0.99,595
fear_combo,0.03,5.0,0.8,5,5.75,1540.7,-37.7,51.9,1.07,595
fear_combo,0.03,5.0,0.8,10,5.4,4482.6,-74.6,51.9,0.92,595
fear_combo,0.03,5.0,1.0,3,4.59,437.6,-22.8,51.9,0.95,595
fear_combo,0.03,5.0,1.0,5,4.78,1397.3,-37.7,51.9,1.04,595
fear_combo,0.03,5.0,1.0,10,4.55,4195.0,-74.6,51.9,0.92,595
fear_combo,0.03,5.0,1.5,3,3.24,335.6,-22.8,52.0,0.85,594
fear_combo,0.03,5.0,1.5,5,3.38,1041.8,-37.7,52.0,0.95,594
fear_combo,0.03,5.0,1.5,10,3.34,3482.0,-74.6,52.0,0.91,594
fear_combo,0.03,5.0,2.0,3,2.55,265.7,-22.8,52.9,0.78,594
fear_combo,0.03,5.0,2.0,5,2.65,758.7,-37.7,52.9,0.88,594
fear_combo,0.03,5.0,2.0,10,2.72,2887.9,-74.6,52.9,0.9,594
fear_combo,0.03,5.0,3.0,3,1.82,160.6,-23.0,54.1,0.62,592
fear_combo,0.03,5.0,3.0,5,1.87,387.2,-37.7,54.1,0.72,592
fear_combo,0.03,5.0,3.0,10,1.97,1734.9,-74.6,54.1,0.87,592
fear_combo,0.03,8.0,0.8,3,5.92,880.0,-22.4,41.8,1.23,593
fear_combo,0.03,8.0,0.8,5,6.01,2406.6,-37.3,41.8,1.25,593
fear_combo,0.03,8.0,0.8,10,5.53,6216.4,-74.3,41.8,0.94,593
fear_combo,0.03,8.0,1.0,3,4.93,784.2,-22.4,41.8,1.18,593
fear_combo,0.03,8.0,1.0,5,5.04,2233.6,-37.3,41.8,1.22,593
fear_combo,0.03,8.0,1.0,10,4.65,5865.0,-74.3,41.8,0.94,593
fear_combo,0.03,8.0,1.5,3,3.49,598.3,-22.4,42.1,1.07,591
fear_combo,0.03,8.0,1.5,5,3.6,1836.7,-37.3,42.1,1.14,591
fear_combo,0.03,8.0,1.5,10,3.4,5065.0,-74.3,42.1,0.93,591
fear_combo,0.03,8.0,2.0,3,2.75,466.8,-22.4,43.2,0.98,590
fear_combo,0.03,8.0,2.0,5,2.84,1483.1,-37.3,43.2,1.06,590
fear_combo,0.03,8.0,2.0,10,2.76,4352.6,-74.3,43.2,0.92,590
fear_combo,0.03,8.0,3.0,3,2.0,293.2,-22.4,45.1,0.81,588
fear_combo,0.03,8.0,3.0,5,2.06,857.6,-37.3,45.1,0.91,588
fear_combo,0.03,8.0,3.0,10,2.09,3100.3,-74.3,45.1,0.9,588
fear_combo,0.05,1.5,0.8,3,2.57,58.5,-23.2,66.9,0.39,593
fear_combo,0.05,1.5,0.8,5,2.59,115.2,-38.3,66.9,0.5,593
fear_combo,0.05,1.5,0.8,10,2.64,360.8,-75.1,66.9,0.75,593
fear_combo,0.05,1.5,1.0,3,2.14,49.5,-23.2,66.9,0.36,593
fear_combo,0.05,1.5,1.0,5,2.16,95.2,-38.3,66.9,0.48,593
fear_combo,0.05,1.5,1.0,10,2.2,278.7,-75.1,66.9,0.73,593
fear_combo,0.05,1.5,1.5,3,1.52,29.4,-23.8,67.1,0.3,592
fear_combo,0.05,1.5,1.5,5,1.53,53.5,-38.4,67.1,0.41,592
fear_combo,0.05,1.5,1.5,10,1.54,133.8,-75.1,67.1,0.68,592
fear_combo,0.05,1.5,2.0,3,1.18,11.9,-24.5,67.1,0.23,592
fear_combo,0.05,1.5,2.0,5,1.18,20.3,-39.0,67.1,0.35,592
fear_combo,0.05,1.5,2.0,10,1.18,43.3,-75.5,67.1,0.63,592
fear_combo,0.05,1.5,3.0,3,0.82,-14.8,-26.0,67.4,0.1,592
fear_combo,0.05,1.5,3.0,5,0.82,-23.7,-40.0,67.4,0.22,592
fear_combo,0.05,1.5,3.0,10,0.81,-42.8,-76.4,67.4,0.54,592
fear_combo,0.05,2.0,0.8,3,3.36,105.4,-23.1,65.4,0.51,593
fear_combo,0.05,2.0,0.8,5,3.41,231.3,-38.2,65.4,0.62,593
fear_combo,0.05,2.0,0.8,10,3.5,984.8,-75.0,65.4,0.84,593
fear_combo,0.05,2.0,1.0,3,2.81,93.2,-23.1,65.4,0.48,593
fear_combo,0.05,2.0,1.0,5,2.84,199.1,-38.2,65.4,0.59,593
fear_combo,0.05,2.0,1.0,10,2.91,786.2,-75.0,65.4,0.82,593
fear_combo,0.05,2.0,1.5,3,1.99,66.2,-23.1,65.5,0.41,592
fear_combo,0.05,2.0,1.5,5,2.01,132.6,-38.2,65.5,0.52,592
fear_combo,0.05,2.0,1.5,10,2.05,434.7,-75.0,65.5,0.77,592
fear_combo,0.05,2.0,2.0,3,1.55,43.5,-23.9,65.7,0.34,592
fear_combo,0.05,2.0,2.0,5,1.55,82.0,-38.3,65.7,0.46,592
fear_combo,0.05,2.0,2.0,10,1.57,226.8,-75.1,65.7,0.72,592
fear_combo,0.05,2.0,3.0,3,1.08,8.1,-25.5,66.0,0.21,592
fear_combo,0.05,2.0,3.0,5,1.08,13.4,-39.2,66.0,0.33,592
fear_combo,0.05,2.0,3.0,10,1.08,26.0,-75.7,66.0,0.62,592
fear_combo,0.05,3.0,0.8,3,4.36,209.3,-23.0,60.4,0.69,593
fear_combo,0.05,3.0,0.8,5,4.5,554.0,-38.1,60.4,0.8,593
fear_combo,0.05,3.0,0.8,10,4.65,2347.9,-74.9,60.4,0.88,593
fear_combo,0.05,3.0,1.0,3,3.63,188.3,-23.0,60.4,0.66,593
fear_combo,0.05,3.0,1.0,5,3.74,481.6,-38.1,60.4,0.77,593
fear_combo,0.05,3.0,1.0,10,3.9,2111.2,-74.9,60.4,0.88,593
fear_combo,0.05,3.0,1.5,3,2.57,142.6,-23.0,60.5,0.58,592
fear_combo,0.05,3.0,1.5,5,2.63,336.2,-38.1,60.5,0.69,592
fear_combo,0.05,3.0,1.5,10,2.76,1530.5,-74.9,60.5,0.86,592
fear_combo,0.05,3.0,2.0,3,2.02,107.7,-23.0,61.0,0.51,592
fear_combo,0.05,3.0,2.0,5,2.05,236.5,-38.1,61.0,0.62,592
fear_combo,0.05,3.0,2.0,10,2.14,1001.5,-74.9,61.0,0.84,592
fear_combo,0.05,3.0,3.0,3,1.41,52.9,-23.4,61.7,0.37,592
fear_combo,0.05,3.0,3.0,5,1.42,101.6,-38.2,61.7,0.49,592
fear_combo,0.05,3.0,3.0,10,1.44,293.6,-75.0,61.7,0.73,592
fear_combo,0.05,5.0,0.8,3,5.53,482.3,-22.8,51.9,0.99,593
fear_combo,0.05,5.0,0.8,5,5.76,1531.3,-37.7,51.9,1.07,593
fear_combo,0.05,5.0,0.8,10,5.4,4463.8,-74.6,51.9,0.92,593
fear_combo,0.05,5.0,1.0,3,4.6,434.7,-22.8,51.9,0.95,593
fear_combo,0.05,5.0,1.0,5,4.79,1388.4,-37.7,51.9,1.04,593
fear_combo,0.05,5.0,1.0,10,4.56,4177.2,-74.6,51.9,0.92,593
fear_combo,0.05,5.0,1.5,3,3.24,333.6,-22.8,52.0,0.85,592
fear_combo,0.05,5.0,1.5,5,3.39,1034.2,-37.7,52.0,0.95,592
fear_combo,0.05,5.0,1.5,10,3.34,3466.7,-74.6,52.0,0.91,592
fear_combo,0.05,5.0,2.0,3,2.56,264.3,-22.8,52.9,0.77,592
fear_combo,0.05,5.0,2.0,5,2.66,753.3,-37.7,52.9,0.87,592
fear_combo,0.05,5.0,2.0,10,2.73,2875.1,-74.6,52.9,0.9,592
fear_combo,0.05,5.0,3.0,3,1.82,160.0,-23.0,54.1,0.62,590
fear_combo,0.05,5.0,3.0,5,1.88,385.4,-37.7,54.1,0.72,590
fear_combo,0.05,5.0,3.0,10,1.98,1727.1,-74.6,54.1,0.87,590
fear_combo,0.05,8.0,0.8,3,5.9,870.2,-22.4,41.8,1.22,591
fear_combo,0.05,8.0,0.8,5,6.0,2389.7,-37.3,41.8,1.25,591
fear_combo,0.05,8.0,0.8,10,5.52,6182.6,-74.3,41.8,0.94,591
fear_combo,0.05,8.0,1.0,3,4.92,775.6,-22.4,41.8,1.17,591
fear_combo,0.05,8.0,1.0,5,5.03,2217.2,-37.3,41.8,1.22,591
fear_combo,0.05,8.0,1.0,10,4.64,5832.2,-74.3,41.8,0.94,591
fear_combo,0.05,8.0,1.5,3,3.48,592.1,-22.4,42.1,1.07,589
fear_combo,0.05,8.0,1.5,5,3.59,1821.6,-37.3,42.1,1.14,589
fear_combo,0.05,8.0,1.5,10,3.4,5034.7,-74.3,42.1,0.93,589
fear_combo,0.05,8.0,2.0,3,2.75,462.2,-22.4,43.2,0.97,588
fear_combo,0.05,8.0,2.0,5,2.84,1469.2,-37.3,43.2,1.06,588
fear_combo,0.05,8.0,2.0,10,2.76,4324.8,-74.3,43.2,0.92,588
fear_combo,0.05,8.0,3.0,3,2.0,290.5,-22.4,45.1,0.81,586
fear_combo,0.05,8.0,3.0,5,2.06,846.9,-37.3,45.1,0.9,586
fear_combo,0.05,8.0,3.0,10,2.09,3077.5,-74.3,45.1,0.9,586
fear_combo,0.08,1.5,0.8,3,2.57,58.5,-23.2,66.9,0.39,593
fear_combo,0.08,1.5,0.8,5,2.59,115.2,-38.3,66.9,0.5,593
fear_combo,0.08,1.5,0.8,10,2.64,360.8,-75.1,66.9,0.75,593
fear_combo,0.08,1.5,1.0,3,2.14,49.5,-23.2,66.9,0.36,593
fear_combo,0.08,1.5,1.0,5,2.16,95.2,-38.3,66.9,0.48,593
fear_combo,0.08,1.5,1.0,10,2.2,278.7,-75.1,66.9,0.73,593
fear_combo,0.08,1.5,1.5,3,1.52,29.4,-23.8,67.1,0.3,592
fear_combo,0.08,1.5,1.5,5,1.53,53.5,-38.4,67.1,0.41,592
fear_combo,0.08,1.5,1.5,10,1.54,133.8,-75.1,67.1,0.68,592
fear_combo,0.08,1.5,2.0,3,1.18,11.9,-24.5,67.1,0.23,592
fear_combo,0.08,1.5,2.0,5,1.18,20.3,-39.0,67.1,0.35,592
fear_combo,0.08,1.5,2.0,10,1.18,43.3,-75.5,67.1,0.63,592
fear_combo,0.08,1.5,3.0,3,0.82,-14.8,-26.0,67.4,0.1,592
fear_combo,0.08,1.5,3.0,5,0.82,-23.7,-40.0,67.4,0.22,592
fear_combo,0.08,1.5,3.0,10,0.81,-42.8,-76.4,67.4,0.54,592
fear_combo,0.08,2.0,0.8,3,3.36,105.4,-23.1,65.4,0.51,593
fear_combo,0.08,2.0,0.8,5,3.41,231.3,-38.2,65.4,0.62,593
fear_combo,0.08,2.0,0.8,10,3.5,984.8,-75.0,65.4,0.84,593
fear_combo,0.08,2.0,1.0,3,2.81,93.2,-23.1,65.4,0.48,593
fear_combo,0.08,2.0,1.0,5,2.84,199.1,-38.2,65.4,0.59,593
fear_combo,0.08,2.0,1.0,10,2.91,786.2,-75.0,65.4,0.82,593
fear_combo,0.08,2.0,1.5,3,1.99,66.2,-23.1,65.5,0.41,592
fear_combo,0.08,2.0,1.5,5,2.01,132.6,-38.2,65.5,0.52,592
fear_combo,0.08,2.0,1.5,10,2.05,434.7,-75.0,65.5,0.77,592
fear_combo,0.08,2.0,2.0,3,1.55,43.5,-23.9,65.7,0.34,592
fear_combo,0.08,2.0,2.0,5,1.55,82.0,-38.3,65.7,0.46,592
fear_combo,0.08,2.0,2.0,10,1.57,226.8,-75.1,65.7,0.72,592
fear_combo,0.08,2.0,3.0,3,1.08,8.1,-25.5,66.0,0.21,592
fear_combo,0.08,2.0,3.0,5,1.08,13.4,-39.2,66.0,0.33,592
fear_combo,0.08,2.0,3.0,10,1.08,26.0,-75.7,66.0,0.62,592
fear_combo,0.08,3.0,0.8,3,4.36,209.3,-23.0,60.4,0.69,593
fear_combo,0.08,3.0,0.8,5,4.5,554.0,-38.1,60.4,0.8,593
fear_combo,0.08,3.0,0.8,10,4.65,2347.9,-74.9,60.4,0.88,593
fear_combo,0.08,3.0,1.0,3,3.63,188.3,-23.0,60.4,0.66,593
fear_combo,0.08,3.0,1.0,5,3.74,481.6,-38.1,60.4,0.77,593
fear_combo,0.08,3.0,1.0,10,3.9,2111.2,-74.9,60.4,0.88,593
fear_combo,0.08,3.0,1.5,3,2.57,142.6,-23.0,60.5,0.58,592
fear_combo,0.08,3.0,1.5,5,2.63,336.2,-38.1,60.5,0.69,592
fear_combo,0.08,3.0,1.5,10,2.76,1530.5,-74.9,60.5,0.86,592
fear_combo,0.08,3.0,2.0,3,2.02,107.7,-23.0,61.0,0.51,592
fear_combo,0.08,3.0,2.0,5,2.05,236.5,-38.1,61.0,0.62,592
fear_combo,0.08,3.0,2.0,10,2.14,1001.5,-74.9,61.0,0.84,592
fear_combo,0.08,3.0,3.0,3,1.41,52.9,-23.4,61.7,0.37,592
fear_combo,0.08,3.0,3.0,5,1.42,101.6,-38.2,61.7,0.49,592
fear_combo,0.08,3.0,3.0,10,1.44,293.6,-75.0,61.7,0.73,592
fear_combo,0.08,5.0,0.8,3,5.53,482.3,-22.8,51.9,0.99,593
fear_combo,0.08,5.0,0.8,5,5.76,1531.3,-37.7,51.9,1.07,593
fear_combo,0.08,5.0,0.8,10,5.4,4463.8,-74.6,51.9,0.92,593
fear_combo,0.08,5.0,1.0,3,4.6,434.7,-22.8,51.9,0.95,593
fear_combo,0.08,5.0,1.0,5,4.79,1388.4,-37.7,51.9,1.04,593
fear_combo,0.08,5.0,1.0,10,4.56,4177.2,-74.6,51.9,0.92,593
fear_combo,0.08,5.0,1.5,3,3.24,333.6,-22.8,52.0,0.85,592
fear_combo,0.08,5.0,1.5,5,3.39,1034.2,-37.7,52.0,0.95,592
fear_combo,0.08,5.0,1.5,10,3.34,3466.7,-74.6,52.0,0.91,592
fear_combo,0.08,5.0,2.0,3,2.56,264.3,-22.8,52.9,0.77,592
fear_combo,0.08,5.0,2.0,5,2.66,753.3,-37.7,52.9,0.87,592
fear_combo,0.08,5.0,2.0,10,2.73,2875.1,-74.6,52.9,0.9,592
fear_combo,0.08,5.0,3.0,3,1.82,160.0,-23.0,54.1,0.62,590
fear_combo,0.08,5.0,3.0,5,1.88,385.4,-37.7,54.1,0.72,590
fear_combo,0.08,5.0,3.0,10,1.98,1727.1,-74.6,54.1,0.87,590
fear_combo,0.08,8.0,0.8,3,5.9,870.2,-22.4,41.8,1.22,591
fear_combo,0.08,8.0,0.8,5,6.0,2389.7,-37.3,41.8,1.25,591
fear_combo,0.08,8.0,0.8,10,5.52,6182.6,-74.3,41.8,0.94,591
fear_combo,0.08,8.0,1.0,3,4.92,775.6,-22.4,41.8,1.17,591
fear_combo,0.08,8.0,1.0,5,5.03,2217.2,-37.3,41.8,1.22,591
fear_combo,0.08,8.0,1.0,10,4.64,5832.2,-74.3,41.8,0.94,591
fear_combo,0.08,8.0,1.5,3,3.48,592.1,-22.4,42.1,1.07,589
fear_combo,0.08,8.0,1.5,5,3.59,1821.6,-37.3,42.1,1.14,589
fear_combo,0.08,8.0,1.5,10,3.4,5034.7,-74.3,42.1,0.93,589
fear_combo,0.08,8.0,2.0,3,2.75,462.2,-22.4,43.2,0.97,588
fear_combo,0.08,8.0,2.0,5,2.84,1469.2,-37.3,43.2,1.06,588
fear_combo,0.08,8.0,2.0,10,2.76,4324.8,-74.3,43.2,0.92,588
fear_combo,0.08,8.0,3.0,3,2.0,290.5,-22.4,45.1,0.81,586
fear_combo,0.08,8.0,3.0,5,2.06,846.9,-37.3,45.1,0.9,586
fear_combo,0.08,8.0,3.0,10,2.09,3077.5,-74.3,45.1,0.9,586
fear_combo,0.1,1.5,0.8,3,2.57,58.5,-23.2,66.9,0.39,593
fear_combo,0.1,1.5,0.8,5,2.59,115.2,-38.3,66.9,0.5,593
fear_combo,0.1,1.5,0.8,10,2.64,360.8,-75.1,66.9,0.75,593
fear_combo,0.1,1.5,1.0,3,2.14,49.5,-23.2,66.9,0.36,593
fear_combo,0.1,1.5,1.0,5,2.16,95.2,-38.3,66.9,0.48,593
fear_combo,0.1,1.5,1.0,10,2.2,278.7,-75.1,66.9,0.73,593
fear_combo,0.1,1.5,1.5,3,1.52,29.4,-23.8,67.1,0.3,592
fear_combo,0.1,1.5,1.5,5,1.53,53.5,-38.4,67.1,0.41,592
fear_combo,0.1,1.5,1.5,10,1.54,133.8,-75.1,67.1,0.68,592
fear_combo,0.1,1.5,2.0,3,1.18,11.9,-24.5,67.1,0.23,592
fear_combo,0.1,1.5,2.0,5,1.18,20.3,-39.0,67.1,0.35,592
fear_combo,0.1,1.5,2.0,10,1.18,43.3,-75.5,67.1,0.63,592
fear_combo,0.1,1.5,3.0,3,0.82,-14.8,-26.0,67.4,0.1,592
fear_combo,0.1,1.5,3.0,5,0.82,-23.7,-40.0,67.4,0.22,592
fear_combo,0.1,1.5,3.0,10,0.81,-42.8,-76.4,67.4,0.54,592
fear_combo,0.1,2.0,0.8,3,3.36,105.4,-23.1,65.4,0.51,593
fear_combo,0.1,2.0,0.8,5,3.41,231.3,-38.2,65.4,0.62,593
fear_combo,0.1,2.0,0.8,10,3.5,984.8,-75.0,65.4,0.84,593
fear_combo,0.1,2.0,1.0,3,2.81,93.2,-23.1,65.4,0.48,593
fear_combo,0.1,2.0,1.0,5,2.84,199.1,-38.2,65.4,0.59,593
fear_combo,0.1,2.0,1.0,10,2.91,786.2,-75.0,65.4,0.82,593
fear_combo,0.1,2.0,1.5,3,1.99,66.2,-23.1,65.5,0.41,592
fear_combo,0.1,2.0,1.5,5,2.01,132.6,-38.2,65.5,0.52,592
fear_combo,0.1,2.0,1.5,10,2.05,434.7,-75.0,65.5,0.77,592
fear_combo,0.1,2.0,2.0,3,1.55,43.5,-23.9,65.7,0.34,592
fear_combo,0.1,2.0,2.0,5,1.55,82.0,-38.3,65.7,0.46,592
fear_combo,0.1,2.0,2.0,10,1.57,226.8,-75.1,65.7,0.72,592
fear_combo,0.1,2.0,3.0,3,1.08,8.1,-25.5,66.0,0.21,592
fear_combo,0.1,2.0,3.0,5,1.08,13.4,-39.2,66.0,0.33,592
fear_combo,0.1,2.0,3.0,10,1.08,26.0,-75.7,66.0,0.62,592
fear_combo,0.1,3.0,0.8,3,4.36,209.3,-23.0,60.4,0.69,593
fear_combo,0.1,3.0,0.8,5,4.5,554.0,-38.1,60.4,0.8,593
fear_combo,0.1,3.0,0.8,10,4.65,2347.9,-74.9,60.4,0.88,593
fear_combo,0.1,3.0,1.0,3,3.63,188.3,-23.0,60.4,0.66,593
fear_combo,0.1,3.0,1.0,5,3.74,481.6,-38.1,60.4,0.77,593
fear_combo,0.1,3.0,1.0,10,3.9,2111.2,-74.9,60.4,0.88,593
fear_combo,0.1,3.0,1.5,3,2.57,142.6,-23.0,60.5,0.58,592
fear_combo,0.1,3.0,1.5,5,2.63,336.2,-38.1,60.5,0.69,592
fear_combo,0.1,3.0,1.5,10,2.76,1530.5,-74.9,60.5,0.86,592
fear_combo,0.1,3.0,2.0,3,2.02,107.7,-23.0,61.0,0.51,592
fear_combo,0.1,3.0,2.0,5,2.05,236.5,-38.1,61.0,0.62,592
fear_combo,0.1,3.0,2.0,10,2.14,1001.5,-74.9,61.0,0.84,592
fear_combo,0.1,3.0,3.0,3,1.41,52.9,-23.4,61.7,0.37,592
fear_combo,0.1,3.0,3.0,5,1.42,101.6,-38.2,61.7,0.49,592
fear_combo,0.1,3.0,3.0,10,1.44,293.6,-75.0,61.7,0.73,592
fear_combo,0.1,5.0,0.8,3,5.53,482.3,-22.8,51.9,0.99,593
fear_combo,0.1,5.0,0.8,5,5.76,1531.3,-37.7,51.9,1.07,593
fear_combo,0.1,5.0,0.8,10,5.4,4463.8,-74.6,51.9,0.92,593
fear_combo,0.1,5.0,1.0,3,4.6,434.7,-22.8,51.9,0.95,593
fear_combo,0.1,5.0,1.0,5,4.79,1388.4,-37.7,51.9,1.04,593
fear_combo,0.1,5.0,1.0,10,4.56,4177.2,-74.6,51.9,0.92,593
fear_combo,0.1,5.0,1.5,3,3.24,333.6,-22.8,52.0,0.85,592
fear_combo,0.1,5.0,1.5,5,3.39,1034.2,-37.7,52.0,0.95,592
fear_combo,0.1,5.0,1.5,10,3.34,3466.7,-74.6,52.0,0.91,592
fear_combo,0.1,5.0,2.0,3,2.56,264.3,-22.8,52.9,0.77,592
fear_combo,0.1,5.0,2.0,5,2.66,753.3,-37.7,52.9,0.87,592
fear_combo,0.1,5.0,2.0,10,2.73,2875.1,-74.6,52.9,0.9,592
fear_combo,0.1,5.0,3.0,3,1.82,160.0,-23.0,54.1,0.62,590
fear_combo,0.1,5.0,3.0,5,1.88,385.4,-37.7,54.1,0.72,590
fear_combo,0.1,5.0,3.0,10,1.98,1727.1,-74.6,54.1,0.87,590
fear_combo,0.1,8.0,0.8,3,5.9,870.2,-22.4,41.8,1.22,591
fear_combo,0.1,8.0,0.8,5,6.0,2389.7,-37.3,41.8,1.25,591
fear_combo,0.1,8.0,0.8,10,5.52,6182.6,-74.3,41.8,0.94,591
fear_combo,0.1,8.0,1.0,3,4.92,775.6,-22.4,41.8,1.17,591
fear_combo,0.1,8.0,1.0,5,5.03,2217.2,-37.3,41.8,1.22,591
fear_combo,0.1,8.0,1.0,10,4.64,5832.2,-74.3,41.8,0.94,591
fear_combo,0.1,8.0,1.5,3,3.48,592.1,-22.4,42.1,1.07,589
fear_combo,0.1,8.0,1.5,5,3.59,1821.6,-37.3,42.1,1.14,589
fear_combo,0.1,8.0,1.5,10,3.4,5034.7,-74.3,42.1,0.93,589
fear_combo,0.1,8.0,2.0,3,2.75,462.2,-22.4,43.2,0.97,588
fear_combo,0.1,8.0,2.0,5,2.84,1469.2,-37.3,43.2,1.06,588
fear_combo,0.1,8.0,2.0,10,2.76,4324.8,-74.3,43.2,0.92,588
fear_combo,0.1,8.0,3.0,3,2.0,290.5,-22.4,45.1,0.81,586
fear_combo,0.1,8.0,3.0,5,2.06,846.9,-37.3,45.1,0.9,586
fear_combo,0.1,8.0,3.0,10,2.09,3077.5,-74.3,45.1,0.9,586
fear_combo,0.15,1.5,0.8,3,2.57,58.5,-23.2,66.9,0.39,593
fear_combo,0.15,1.5,0.8,5,2.59,115.2,-38.3,66.9,0.5,593
fear_combo,0.15,1.5,0.8,10,2.64,360.8,-75.1,66.9,0.75,593
fear_combo,0.15,1.5,1.0,3,2.14,49.5,-23.2,66.9,0.36,593
fear_combo,0.15,1.5,1.0,5,2.16,95.2,-38.3,66.9,0.48,593
fear_combo,0.15,1.5,1.0,10,2.2,278.7,-75.1,66.9,0.73,593
fear_combo,0.15,1.5,1.5,3,1.52,29.4,-23.8,67.1,0.3,592
fear_combo,0.15,1.5,1.5,5,1.53,53.5,-38.4,67.1,0.41,592
fear_combo,0.15,1.5,1.5,10,1.54,133.8,-75.1,67.1,0.68,592
fear_combo,0.15,1.5,2.0,3,1.18,11.9,-24.5,67.1,0.23,592
fear_combo,0.15,1.5,2.0,5,1.18,20.3,-39.0,67.1,0.35,592
fear_combo,0.15,1.5,2.0,10,1.18,43.3,-75.5,67.1,0.63,592
fear_combo,0.15,1.5,3.0,3,0.82,-14.8,-26.0,67.4,0.1,592
fear_combo,0.15,1.5,3.0,5,0.82,-23.7,-40.0,67.4,0.22,592
fear_combo,0.15,1.5,3.0,10,0.81,-42.8,-76.4,67.4,0.54,592
fear_combo,0.15,2.0,0.8,3,3.36,105.4,-23.1,65.4,0.51,593
fear_combo,0.15,2.0,0.8,5,3.41,231.3,-38.2,65.4,0.62,593
fear_combo,0.15,2.0,0.8,10,3.5,984.8,-75.0,65.4,0.84,593
fear_combo,0.15,2.0,1.0,3,2.81,93.2,-23.1,65.4,0.48,593
fear_combo,0.15,2.0,1.0,5,2.84,199.1,-38.2,65.4,0.59,593
fear_combo,0.15,2.0,1.0,10,2.91,786.2,-75.0,65.4,0.82,593
fear_combo,0.15,2.0,1.5,3,1.99,66.2,-23.1,65.5,0.41,592
fear_combo,0.15,2.0,1.5,5,2.01,132.6,-38.2,65.5,0.52,592
fear_combo,0.15,2.0,1.5,10,2.05,434.7,-75.0,65.5,0.77,592
fear_combo,0.15,2.0,2.0,3,1.55,43.5,-23.9,65.7,0.34,592
fear_combo,0.15,2.0,2.0,5,1.55,82.0,-38.3,65.7,0.46,592
fear_combo,0.15,2.0,2.0,10,1.57,226.8,-75.1,65.7,0.72,592
fear_combo,0.15,2.0,3.0,3,1.08,8.1,-25.5,66.0,0.21,592
fear_combo,0.15,2.0,3.0,5,1.08,13.4,-39.2,66.0,0.33,592
fear_combo,0.15,2.0,3.0,10,1.08,26.0,-75.7,66.0,0.62,592
fear_combo,0.15,3.0,0.8,3,4.36,209.3,-23.0,60.4,0.69,593
fear_combo,0.15,3.0,0.8,5,4.5,554.0,-38.1,60.4,0.8,593
fear_combo,0.15,3.0,0.8,10,4.65,2347.9,-74.9,60.4,0.88,593
fear_combo,0.15,3.0,1.0,3,3.63,188.3,-23.0,60.4,0.66,593
fear_combo,0.15,3.0,1.0,5,3.74,481.6,-38.1,60.4,0.77,593
fear_combo,0.15,3.0,1.0,10,3.9,2111.2,-74.9,60.4,0.88,593
fear_combo,0.15,3.0,1.5,3,2.57,142.6,-23.0,60.5,0.58,592
fear_combo,0.15,3.0,1.5,5,2.63,336.2,-38.1,60.5,0.69,592
fear_combo,0.15,3.0,1.5,10,2.76,1530.5,-74.9,60.5,0.86,592
fear_combo,0.15,3.0,2.0,3,2.02,107.7,-23.0,61.0,0.51,592
fear_combo,0.15,3.0,2.0,5,2.05,236.5,-38.1,61.0,0.62,592
fear_combo,0.15,3.0,2.0,10,2.14,1001.5,-74.9,61.0,0.84,592
fear_combo,0.15,3.0,3.0,3,1.41,52.9,-23.4,61.7,0.37,592
fear_combo,0.15,3.0,3.0,5,1.42,101.6,-38.2,61.7,0.49,592
