Variant,FR_thr,TP,SL,Leverage,PF,Return,MDD,WR,Sharpe,Trades
base,0.15,3.0,3.0,10,1.73,2277.4,-45.7,65.3,1.0,1573
base,0.15,5.0,0.8,3,5.52,1727.7,-15.1,53.5,1.87,1575
base,0.15,5.0,0.8,5,5.51,4963.6,-22.8,53.5,1.92,1575
base,0.15,5.0,0.8,10,5.23,13053.7,-45.2,53.5,1.61,1575
base,0.15,5.0,1.0,3,4.65,1517.6,-15.8,53.6,1.78,1575
base,0.15,5.0,1.0,5,4.68,4612.4,-22.8,53.6,1.87,1575
base,0.15,5.0,1.0,10,4.41,12352.3,-45.2,53.6,1.58,1575
base,0.15,5.0,1.5,3,3.39,1108.2,-15.8,54.1,1.61,1574
base,0.15,5.0,1.5,5,3.44,3798.5,-22.8,54.1,1.73,1574
base,0.15,5.0,1.5,10,3.21,10725.2,-45.2,54.1,1.52,1574
base,0.15,5.0,2.0,3,2.7,827.3,-15.8,54.8,1.46,1572
base,0.15,5.0,2.0,5,2.77,3059.1,-22.8,54.8,1.58,1572
base,0.15,5.0,2.0,10,2.59,9239.3,-45.2,54.8,1.44,1572
base,0.15,5.0,3.0,3,2.01,492.4,-15.8,56.6,1.2,1564
base,0.15,5.0,3.0,5,2.07,1801.5,-24.5,56.6,1.27,1564
base,0.15,5.0,3.0,10,2.02,6721.1,-45.5,56.6,1.29,1564
base,0.15,8.0,0.8,3,6.01,3209.2,-13.5,44.4,2.5,1562
base,0.15,8.0,0.8,5,5.78,7434.1,-22.4,44.4,2.33,1562
base,0.15,8.0,0.8,10,5.66,17995.4,-44.7,44.4,1.75,1562
base,0.15,8.0,1.0,3,5.07,2954.7,-13.5,44.4,2.4,1562
base,0.15,8.0,1.0,5,4.9,7009.1,-22.4,44.4,2.25,1562
base,0.15,8.0,1.0,10,4.76,17147.5,-44.7,44.4,1.73,1562
base,0.15,8.0,1.5,3,3.72,2434.9,-13.5,45.4,2.18,1558
base,0.15,8.0,1.5,5,3.65,6143.7,-22.4,45.4,2.1,1558
base,0.15,8.0,1.5,10,3.51,15416.2,-44.7,45.4,1.69,1558
base,0.15,8.0,2.0,3,3.0,1930.3,-13.5,46.3,1.96,1554
base,0.15,8.0,2.0,5,2.97,5303.4,-22.4,46.3,1.97,1554
base,0.15,8.0,2.0,10,2.83,13736.5,-44.7,46.3,1.64,1554
base,0.15,8.0,3.0,3,2.29,1214.7,-15.4,49.0,1.67,1544
base,0.15,8.0,3.0,5,2.31,4035.9,-22.4,49.0,1.77,1544
base,0.15,8.0,3.0,10,2.19,11193.5,-44.7,49.0,1.52,1544
base,0.2,1.5,0.8,3,3.01,138.0,-21.3,71.4,0.64,1576
base,0.2,1.5,0.8,5,3.0,323.6,-33.6,71.4,0.73,1576
base,0.2,1.5,0.8,10,2.98,1683.0,-58.4,71.4,0.94,1576
base,0.2,1.5,1.0,3,2.54,119.5,-21.6,71.4,0.6,1576
base,0.2,1.5,1.0,5,2.54,270.3,-34.1,71.4,0.68,1576
base,0.2,1.5,1.0,10,2.52,1262.1,-60.6,71.4,0.89,1576
base,0.2,1.5,1.5,3,1.84,80.1,-22.4,71.6,0.48,1575
base,0.2,1.5,1.5,5,1.84,166.3,-35.2,71.6,0.57,1575
base,0.2,1.5,1.5,10,1.84,603.5,-62.0,71.6,0.79,1575
base,0.2,1.5,2.0,3,1.43,47.5,-23.2,71.6,0.37,1575
base,0.2,1.5,2.0,5,1.43,90.8,-36.3,71.6,0.46,1575
base,0.2,1.5,2.0,10,1.44,260.5,-63.3,71.6,0.68,1575
base,0.2,1.5,3.0,3,1.03,3.3,-24.5,72.2,0.16,1574
base,0.2,1.5,3.0,5,1.02,5.3,-38.1,72.2,0.25,1574
base,0.2,1.5,3.0,10,1.02,9.2,-65.3,72.2,0.49,1574
base,0.2,2.0,0.8,3,3.79,261.4,-19.0,69.2,0.89,1576
base,0.2,2.0,0.8,5,3.78,749.3,-30.3,69.2,0.97,1576
base,0.2,2.0,0.8,10,3.91,4004.7,-45.7,69.2,1.14,1576
base,0.2,2.0,1.0,3,3.2,231.3,-19.3,69.2,0.84,1576
base,0.2,2.0,1.0,5,3.21,634.6,-30.8,69.2,0.92,1576
base,0.2,2.0,1.0,10,3.32,3519.0,-45.7,69.2,1.1,1576
base,0.2,2.0,1.5,3,2.31,166.9,-20.1,69.3,0.71,1575
base,0.2,2.0,1.5,5,2.32,412.3,-32.0,69.3,0.8,1575
base,0.2,2.0,1.5,10,2.36,2311.0,-45.7,69.3,1.01,1575
base,0.2,2.0,2.0,3,1.8,115.8,-21.0,69.3,0.59,1575
base,0.2,2.0,2.0,5,1.81,259.4,-33.2,69.3,0.68,1575
base,0.2,2.0,2.0,10,1.83,1174.1,-59.6,69.3,0.88,1575
base,0.2,2.0,3.0,3,1.3,49.3,-22.2,70.1,0.37,1574
base,0.2,2.0,3.0,5,1.3,94.3,-35.0,70.1,0.46,1574
base,0.2,2.0,3.0,10,1.31,270.3,-61.7,70.1,0.69,1574
base,0.2,3.0,0.8,3,4.77,625.7,-16.1,64.0,1.3,1576
base,0.2,3.0,0.8,5,4.88,2379.4,-23.0,64.0,1.41,1576
base,0.2,3.0,0.8,10,4.68,7880.7,-45.5,64.0,1.37,1576
base,0.2,3.0,1.0,3,4.03,555.4,-16.1,64.0,1.24,1576
base,0.2,3.0,1.0,5,4.12,2095.6,-23.0,64.0,1.34,1576
base,0.2,3.0,1.0,10,3.96,7312.9,-45.5,64.0,1.34,1576
base,0.2,3.0,1.5,3,2.91,412.0,-16.1,64.1,1.1,1575
base,0.2,3.0,1.5,5,2.96,1414.4,-26.7,64.1,1.18,1575
base,0.2,3.0,1.5,10,2.93,5934.6,-45.5,64.1,1.25,1575
base,0.2,3.0,2.0,3,2.29,302.9,-17.0,64.3,0.96,1575
base,0.2,3.0,2.0,5,2.33,915.0,-27.6,64.3,1.04,1575
base,0.2,3.0,2.0,10,2.34,4591.2,-45.5,64.3,1.17,1575
base,0.2,3.0,3.0,3,1.66,167.2,-18.5,65.3,0.72,1573
base,0.2,3.0,3.0,5,1.68,411.3,-29.6,65.3,0.8,1573
base,0.2,3.0,3.0,10,1.73,2277.4,-45.7,65.3,1.0,1573
base,0.2,5.0,0.8,3,5.52,1727.7,-15.1,53.5,1.87,1575
base,0.2,5.0,0.8,5,5.51,4963.6,-22.8,53.5,1.92,1575
base,0.2,5.0,0.8,10,5.23,13053.7,-45.2,53.5,1.61,1575
base,0.2,5.0,1.0,3,4.65,1517.6,-15.8,53.6,1.78,1575
base,0.2,5.0,1.0,5,4.68,4612.4,-22.8,53.6,1.87,1575
base,0.2,5.0,1.0,10,4.41,12352.3,-45.2,53.6,1.58,1575
base,0.2,5.0,1.5,3,3.39,1108.2,-15.8,54.1,1.61,1574
base,0.2,5.0,1.5,5,3.44,3798.5,-22.8,54.1,1.73,1574
base,0.2,5.0,1.5,10,3.21,10725.2,-45.2,54.1,1.52,1574
base,0.2,5.0,2.0,3,2.7,827.3,-15.8,54.8,1.46,1572
base,0.2,5.0,2.0,5,2.77,3059.1,-22.8,54.8,1.58,1572
base,0.2,5.0,2.0,10,2.59,9239.3,-45.2,54.8,1.44,1572
base,0.2,5.0,3.0,3,2.01,492.4,-15.8,56.6,1.2,1564
base,0.2,5.0,3.0,5,2.07,1801.5,-24.5,56.6,1.27,1564
base,0.2,5.0,3.0,10,2.02,6721.1,-45.5,56.6,1.29,1564
base,0.2,8.0,0.8,3,6.01,3209.2,-13.5,44.4,2.5,1562
base,0.2,8.0,0.8,5,5.78,7434.1,-22.4,44.4,2.33,1562
base,0.2,8.0,0.8,10,5.66,17995.4,-44.7,44.4,1.75,1562
base,0.2,8.0,1.0,3,5.07,2954.7,-13.5,44.4,2.4,1562
base,0.2,8.0,1.0,5,4.9,7009.1,-22.4,44.4,2.25,1562
base,0.2,8.0,1.0,10,4.76,17147.5,-44.7,44.4,1.73,1562
base,0.2,8.0,1.5,3,3.72,2434.9,-13.5,45.4,2.18,1558
base,0.2,8.0,1.5,5,3.65,6143.7,-22.4,45.4,2.1,1558
base,0.2,8.0,1.5,10,3.51,15416.2,-44.7,45.4,1.69,1558
base,0.2,8.0,2.0,3,3.0,1930.3,-13.5,46.3,1.96,1554
base,0.2,8.0,2.0,5,2.97,5303.4,-22.4,46.3,1.97,1554
base,0.2,8.0,2.0,10,2.83,13736.5,-44.7,46.3,1.64,1554
base,0.2,8.0,3.0,3,2.29,1214.7,-15.4,49.0,1.67,1544
base,0.2,8.0,3.0,5,2.31,4035.9,-22.4,49.0,1.77,1544
base,0.2,8.0,3.0,10,2.19,11193.5,-44.7,49.0,1.52,1544
tight,0.03,1.5,0.8,3,3.31,46.4,-17.1,72.5,0.38,657
tight,0.03,1.5,0.8,5,3.32,88.7,-28.2,72.5,0.45,657
tight,0.03,1.5,0.8,10,3.36,255.4,-54.6,72.5,0.65,657
tight,0.03,1.5,1.0,3,2.77,41.8,-17.2,72.5,0.36,657
tight,0.03,1.5,1.0,5,2.78,78.8,-28.2,72.5,0.43,657
tight,0.03,1.5,1.0,10,2.8,218.9,-54.7,72.5,0.63,657
tight,0.03,1.5,1.5,3,1.97,30.8,-17.3,72.5,0.3,657
tight,0.03,1.5,1.5,5,1.97,56.4,-28.4,72.5,0.38,657
tight,0.03,1.5,1.5,10,1.98,143.8,-54.9,72.5,0.58,657
tight,0.03,1.5,2.0,3,1.53,20.8,-17.4,72.5,0.25,657
tight,0.03,1.5,2.0,5,1.53,36.8,-28.6,72.5,0.33,657
tight,0.03,1.5,2.0,10,1.53,86.5,-55.1,72.5,0.54,657
tight,0.03,1.5,3.0,3,1.06,3.0,-18.0,72.5,0.14,657
tight,0.03,1.5,3.0,5,1.06,4.9,-29.4,72.5,0.22,657
tight,0.03,1.5,3.0,10,1.05,9.3,-56.1,72.5,0.44,657
tight,0.03,2.0,0.8,3,4.14,74.6,-16.5,70.2,0.5,657
tight,0.03,2.0,0.8,5,4.18,153.0,-27.3,70.2,0.57,657
tight,0.03,2.0,0.8,10,4.27,537.9,-53.4,70.2,0.75,657
tight,0.03,2.0,1.0,3,3.46,68.6,-16.5,70.2,0.47,657
tight,0.03,2.0,1.0,5,3.49,138.6,-27.3,70.2,0.55,657
tight,0.03,2.0,1.0,10,3.56,467.2,-53.5,70.2,0.73,657
tight,0.03,2.0,1.5,3,2.47,54.6,-16.7,70.2,0.41,657
tight,0.03,2.0,1.5,5,2.48,106.6,-27.5,70.2,0.49,657
tight,0.03,2.0,1.5,10,2.52,325.0,-53.7,70.2,0.68,657
tight,0.03,2.0,2.0,3,1.91,41.9,-16.8,70.2,0.36,657
tight,0.03,2.0,2.0,5,1.92,78.9,-27.6,70.2,0.43,657
tight,0.03,2.0,2.0,10,1.94,218.4,-53.9,70.2,0.63,657
tight,0.03,2.0,3.0,3,1.33,19.9,-17.0,70.2,0.24,657
tight,0.03,2.0,3.0,5,1.33,35.2,-28.0,70.2,0.32,657
tight,0.03,2.0,3.0,10,1.33,81.4,-54.4,70.2,0.53,657
tight,0.03,3.0,0.8,3,5.39,140.3,-16.0,66.1,0.71,657
tight,0.03,3.0,0.8,5,5.47,330.3,-26.5,66.1,0.78,657
tight,0.03,3.0,0.8,10,5.63,1729.5,-50.6,66.1,0.93,657
tight,0.03,3.0,1.0,3,4.51,130.8,-16.0,66.1,0.69,657
tight,0.03,3.0,1.0,5,4.56,302.5,-26.5,66.1,0.75,657
tight,0.03,3.0,1.0,10,4.69,1506.9,-52.7,66.1,0.9,657
tight,0.03,3.0,1.5,3,3.2,109.2,-16.0,66.1,0.62,657
tight,0.03,3.0,1.5,5,3.24,241.5,-26.5,66.1,0.69,657
tight,0.03,3.0,1.5,10,3.31,1055.9,-52.7,66.1,0.85,657
tight,0.03,3.0,2.0,3,2.48,89.6,-16.0,66.1,0.55,657
tight,0.03,3.0,2.0,5,2.51,189.8,-26.5,66.1,0.62,657
tight,0.03,3.0,2.0,10,2.56,731.4,-52.7,66.1,0.79,657
tight,0.03,3.0,3.0,3,1.73,56.7,-16.2,66.1,0.43,657
tight,0.03,3.0,3.0,5,1.74,111.0,-26.8,66.1,0.5,657
tight,0.03,3.0,3.0,10,1.76,339.5,-52.8,66.1,0.68,657
tight,0.03,5.0,0.8,3,6.96,301.3,-15.8,59.2,1.06,657
tight,0.03,5.0,0.8,5,7.16,909.5,-26.3,59.2,1.11,657
tight,0.03,5.0,0.8,10,7.28,4576.6,-44.7,59.2,1.21,657
tight,0.03,5.0,1.0,3,5.81,282.5,-15.8,59.2,1.03,657
tight,0.03,5.0,1.0,5,5.97,831.7,-26.3,59.2,1.08,657
tight,0.03,5.0,1.0,10,6.09,4307.3,-44.7,59.2,1.19,657
tight,0.03,5.0,1.5,3,4.14,240.8,-15.8,59.4,0.95,657
tight,0.03,5.0,1.5,5,4.24,668.5,-26.3,59.4,1.01,657
tight,0.03,5.0,1.5,10,4.33,3660.5,-44.7,59.4,1.14,657
tight,0.03,5.0,2.0,3,3.21,203.0,-15.8,59.4,0.87,657
tight,0.03,5.0,2.0,5,3.27,531.7,-26.3,59.4,0.93,657
tight,0.03,5.0,2.0,10,3.36,3000.6,-44.7,59.4,1.08,657
tight,0.03,5.0,3.0,3,2.28,146.0,-15.8,60.0,0.73,657
tight,0.03,5.0,3.0,5,2.31,345.9,-26.3,60.0,0.8,657
tight,0.03,5.0,3.0,10,2.4,1823.3,-48.4,60.0,0.95,657
tight,0.03,8.0,0.8,3,7.48,540.7,-15.6,50.2,1.38,657
tight,0.03,8.0,0.8,5,7.59,2026.4,-22.2,50.2,1.44,657
tight,0.03,8.0,0.8,10,7.61,7173.9,-44.4,50.2,1.36,657
tight,0.03,8.0,1.0,3,6.25,504.5,-15.6,50.2,1.34,657
tight,0.03,8.0,1.0,5,6.35,1863.5,-23.6,50.2,1.39,657
tight,0.03,8.0,1.0,10,6.36,6848.0,-44.4,50.2,1.34,657
tight,0.03,8.0,1.5,3,4.49,432.1,-15.6,50.7,1.26,657
tight,0.03,8.0,1.5,5,4.54,1507.9,-26.0,50.7,1.3,657
tight,0.03,8.0,1.5,10,4.57,6133.7,-44.4,50.7,1.3,657
tight,0.03,8.0,2.0,3,3.56,370.2,-15.6,51.3,1.17,657
tight,0.03,8.0,2.0,5,3.6,1208.2,-26.0,51.3,1.22,657
tight,0.03,8.0,2.0,10,3.64,5438.3,-44.4,51.3,1.27,657
tight,0.03,8.0,3.0,3,2.61,282.7,-15.8,53.1,1.04,657
tight,0.03,8.0,3.0,5,2.63,827.3,-26.3,53.1,1.09,657
tight,0.03,8.0,3.0,10,2.67,4276.9,-44.4,53.1,1.2,657
tight,0.05,1.5,0.8,3,3.31,46.4,-17.1,72.5,0.38,657
tight,0.05,1.5,0.8,5,3.32,88.7,-28.2,72.5,0.45,657
tight,0.05,1.5,0.8,10,3.36,255.4,-54.6,72.5,0.65,657
tight,0.05,1.5,1.0,3,2.77,41.8,-17.2,72.5,0.36,657
tight,0.05,1.5,1.0,5,2.78,78.8,-28.2,72.5,0.43,657
tight,0.05,1.5,1.0,10,2.8,218.9,-54.7,72.5,0.63,657
tight,0.05,1.5,1.5,3,1.97,30.8,-17.3,72.5,0.3,657
tight,0.05,1.5,1.5,5,1.97,56.4,-28.4,72.5,0.38,657
tight,0.05,1.5,1.5,10,1.98,143.8,-54.9,72.5,0.58,657
tight,0.05,1.5,2.0,3,1.53,20.8,-17.4,72.5,0.25,657
tight,0.05,1.5,2.0,5,1.53,36.8,-28.6,72.5,0.33,657
tight,0.05,1.5,2.0,10,1.53,86.5,-55.1,72.5,0.54,657
tight,0.05,1.5,3.0,3,1.06,3.0,-18.0,72.5,0.14,657
tight,0.05,1.5,3.0,5,1.06,4.9,-29.4,72.5,0.22,657
tight,0.05,1.5,3.0,10,1.05,9.3,-56.1,72.5,0.44,657
tight,0.05,2.0,0.8,3,4.14,74.6,-16.5,70.2,0.5,657
tight,0.05,2.0,0.8,5,4.18,153.0,-27.3,70.2,0.57,657
tight,0.05,2.0,0.8,10,4.27,537.9,-53.4,70.2,0.75,657
tight,0.05,2.0,1.0,3,3.46,68.6,-16.5,70.2,0.47,657
tight,0.05,2.0,1.0,5,3.49,138.6,-27.3,70.2,0.55,657
tight,0.05,2.0,1.0,10,3.56,467.2,-53.5,70.2,0.73,657
tight,0.05,2.0,1.5,3,2.47,54.6,-16.7,70.2,0.41,657
tight,0.05,2.0,1.5,5,2.48,106.6,-27.5,70.2,0.49,657
tight,0.05,2.0,1.5,10,2.52,325.0,-53.7,70.2,0.68,657
tight,0.05,2.0,2.0,3,1.91,41.9,-16.8,70.2,0.36,657
tight,0.05,2.0,2.0,5,1.92,78.9,-27.6,70.2,0.43,657
tight,0.05,2.0,2.0,10,1.94,218.4,-53.9,70.2,0.63,657
tight,0.05,2.0,3.0,3,1.33,19.9,-17.0,70.2,0.24,657
tight,0.05,2.0,3.0,5,1.33,35.2,-28.0,70.2,0.32,657
tight,0.05,2.0,3.0,10,1.33,81.4,-54.4,70.2,0.53,657
tight,0.05,3.0,0.8,3,5.39,140.3,-16.0,66.1,0.71,657
tight,0.05,3.0,0.8,5,5.47,330.3,-26.5,66.1,0.78,657
tight,0.05,3.0,0.8,10,5.63,1729.5,-50.6,66.1,0.93,657
tight,0.05,3.0,1.0,3,4.51,130.8,-16.0,66.1,0.69,657
tight,0.05,3.0,1.0,5,4.56,302.5,-26.5,66.1,0.75,657
tight,0.05,3.0,1.0,10,4.69,1506.9,-52.7,66.1,0.9,657
tight,0.05,3.0,1.5,3,3.2,109.2,-16.0,66.1,0.62,657
tight,0.05,3.0,1.5,5,3.24,241.5,-26.5,66.1,0.69,657
tight,0.05,3.0,1.5,10,3.31,1055.9,-52.7,66.1,0.85,657
tight,0.05,3.0,2.0,3,2.48,89.6,-16.0,66.1,0.55,657
tight,0.05,3.0,2.0,5,2.51,189.8,-26.5,66.1,0.62,657
tight,0.05,3.0,2.0,10,2.56,731.4,-52.7,66.1,0.79,657
tight,0.05,3.0,3.0,3,1.73,56.7,-16.2,66.1,0.43,657
tight,0.05,3.0,3.0,5,1.74,111.0,-26.8,66.1,0.5,657
tight,0.05,3.0,3.0,10,1.76,339.5,-52.8,66.1,0.68,657
tight,0.05,5.0,0.8,3,6.96,301.3,-15.8,59.2,1.06,657
tight,0.05,5.0,0.8,5,7.16,909.5,-26.3,59.2,1.11,657
tight,0.05,5.0,0.8,10,7.28,4576.6,-44.7,59.2,1.21,657
tight,0.05,5.0,1.0,3,5.81,282.5,-15.8,59.2,1.03,657
tight,0.05,5.0,1.0,5,5.97,831.7,-26.3,59.2,1.08,657
tight,0.05,5.0,1.0,10,6.09,4307.3,-44.7,59.2,1.19,657
tight,0.05,5.0,1.5,3,4.14,240.8,-15.8,59.4,0.95,657
tight,0.05,5.0,1.5,5,4.24,668.5,-26.3,59.4,1.01,657
tight,0.05,5.0,1.5,10,4.33,3660.5,-44.7,59.4,1.14,657
tight,0.05,5.0,2.0,3,3.21,203.0,-15.8,59.4,0.87,657
tight,0.05,5.0,2.0,5,3.27,531.7,-26.3,59.4,0.93,657
tight,0.05,5.0,2.0,10,3.36,3000.6,-44.7,59.4,1.08,657
tight,0.05,5.0,3.0,3,2.28,146.0,-15.8,60.0,0.73,657
tight,0.05,5.0,3.0,5,2.31,345.9,-26.3,60.0,0.8,657
tight,0.05,5.0,3.0,10,2.4,1823.3,-48.4,60.0,0.95,657
tight,0.05,8.0,0.8,3,7.48,540.7,-15.6,50.2,1.38,657
tight,0.05,8.0,0.8,5,7.59,2026.4,-22.2,50.2,1.44,657
tight,0.05,8.0,0.8,10,7.61,7173.9,-44.4,50.2,1.36,657
tight,0.05,8.0,1.0,3,6.25,504.5,-15.6,50.2,1.34,657
tight,0.05,8.0,1.0,5,6.35,1863.5,-23.6,50.2,1.39,657
tight,0.05,8.0,1.0,10,6.36,6848.0,-44.4,50.2,1.34,657
tight,0.05,8.0,1.5,3,4.49,432.1,-15.6,50.7,1.26,657
tight,0.05,8.0,1.5,5,4.54,1507.9,-26.0,50.7,1.3,657
tight,0.05,8.0,1.5,10,4.57,6133.7,-44.4,50.7,1.3,657
tight,0.05,8.0,2.0,3,3.56,370.2,-15.6,51.3,1.17,657
tight,0.05,8.0,2.0,5,3.6,1208.2,-26.0,51.3,1.22,657
tight,0.05,8.0,2.0,10,3.64,5438.3,-44.4,51.3,1.27,657
tight,0.05,8.0,3.0,3,2.61,282.7,-15.8,53.1,1.04,657
tight,0.05,8.0,3.0,5,2.63,827.3,-26.3,53.1,1.09,657
tight,0.05,8.0,3.0,10,2.67,4276.9,-44.4,53.1,1.2,657
tight,0.08,1.5,0.8,3,3.31,46.4,-17.1,72.5,0.38,657
tight,0.08,1.5,0.8,5,3.32,88.7,-28.2,72.5,0.45,657
tight,0.08,1.5,0.8,10,3.36,255.4,-54.6,72.5,0.65,657
tight,0.08,1.5,1.0,3,2.77,41.8,-17.2,72.5,0.36,657
tight,0.08,1.5,1.0,5,2.78,78.8,-28.2,72.5,0.43,657
tight,0.08,1.5,1.0,10,2.8,218.9,-54.7,72.5,0.63,657
tight,0.08,1.5,1.5,3,1.97,30.8,-17.3,72.5,0.3,657
tight,0.08,1.5,1.5,5,1.97,56.4,-28.4,72.5,0.38,657
tight,0.08,1.5,1.5,10,1.98,143.8,-54.9,72.5,0.58,657
tight,0.08,1.5,2.0,3,1.53,20.8,-17.4,72.5,0.25,657
tight,0.08,1.5,2.0,5,1.53,36.8,-28.6,72.5,0.33,657
tight,0.08,1.5,2.0,10,1.53,86.5,-55.1,72.5,0.54,657
tight,0.08,1.5,3.0,3,1.06,3.0,-18.0,72.5,0.14,657
tight,0.08,1.5,3.0,5,1.06,4.9,-29.4,72.5,0.22,657
tight,0.08,1.5,3.0,10,1.05,9.3,-56.1,72.5,0.44,657
tight,0.08,2.0,0.8,3,4.14,74.6,-16.5,70.2,0.5,657
tight,0.08,2.0,0.8,5,4.18,153.0,-27.3,70.2,0.57,657
tight,0.08,2.0,0.8,10,4.27,537.9,-53.4,70.2,0.75,657
tight,0.08,2.0,1.0,3,3.46,68.6,-16.5,70.2,0.47,657
tight,0.08,2.0,1.0,5,3.49,138.6,-27.3,70.2,0.55,657
tight,0.08,2.0,1.0,10,3.56,467.2,-53.5,70.2,0.73,657
tight,0.08,2.0,1.5,3,2.47,54.6,-16.7,70.2,0.41,657
tight,0.08,2.0,1.5,5,2.48,106.6,-27.5,70.2,0.49,657
tight,0.08,2.0,1.5,10,2.52,325.0,-53.7,70.2,0.68,657
tight,0.08,2.0,2.0,3,1.91,41.9,-16.8,70.2,0.36,657
tight,0.08,2.0,2.0,5,1.92,78.9,-27.6,70.2,0.43,657
tight,0.08,2.0,2.0,10,1.94,218.4,-53.9,70.2,0.63,657
tight,0.08,2.0,3.0,3,1.33,19.9,-17.0,70.2,0.24,657
tight,0.08,2.0,3.0,5,1.33,35.2,-28.0,70.2,0.32,657
tight,0.08,2.0,3.0,10,1.33,81.4,-54.4,70.2,0.53,657
tight,0.08,3.0,0.8,3,5.39,140.3,-16.0,66.1,0.71,657
tight,0.08,3.0,0.8,5,5.47,330.3,-26.5,66.1,0.78,657
tight,0.08,3.0,0.8,10,5.63,1729.5,-50.6,66.1,0.93,657
tight,0.08,3.0,1.0,3,4.51,130.8,-16.0,66.1,0.69,657
tight,0.08,3.0,1.0,5,4.56,302.5,-26.5,66.1,0.75,657
tight,0.08,3.0,1.0,10,4.69,1506.9,-52.7,66.1,0.9,657
tight,0.08,3.0,1.5,3,3.2,109.2,-16.0,66.1,0.62,657
tight,0.08,3.0,1.5,5,3.24,241.5,-26.5,66.1,0.69,657
tight,0.08,3.0,1.5,10,3.31,1055.9,-52.7,66.1,0.85,657
tight,0.08,3.0,2.0,3,2.48,89.6,-16.0,66.1,0.55,657
tight,0.08,3.0,2.0,5,2.51,189.8,-26.5,66.1,0.62,657
tight,0.08,3.0,2.0,10,2.56,731.4,-52.7,66.1,0.79,657
tight,0.08,3.0,3.0,3,1.73,56.7,-16.2,66.1,0.43,657
tight,0.08,3.0,3.0,5,1.74,111.0,-26.8,66.1,0.5,657
tight,0.08,3.0,3.0,10,1.76,339.5,-52.8,66.1,0.68,657
tight,0.08,5.0,0.8,3,6.96,301.3,-15.8,59.2,1.06,657
tight,0.08,5.0,0.8,5,7.16,909.5,-26.3,59.2,1.11,657
tight,0.08,5.0,0.8,10,7.28,4576.6,-44.7,59.2,1.21,657
tight,0.08,5.0,1.0,3,5.81,282.5,-15.8,59.2,1.03,657
tight,0.08,5.0,1.0,5,5.97,831.7,-26.3,59.2,1.08,657
tight,0.08,5.0,1.0,10,6.09,4307.3,-44.7,59.2,1.19,657
tight,0.08,5.0,1.5,3,4.14,240.8,-15.8,59.4,0.95,657
tight,0.08,5.0,1.5,5,4.24,668.5,-26.3,59.4,1.01,657
tight,0.08,5.0,1.5,10,4.33,3660.5,-44.7,59.4,1.14,657
tight,0.08,5.0,2.0,3,3.21,203.0,-15.8,59.4,0.87,657
tight,0.08,5.0,2.0,5,3.27,531.7,-26.3,59.4,0.93,657
tight,0.08,5.0,2.0,10,3.36,3000.6,-44.7,59.4,1.08,657
tight,0.08,5.0,3.0,3,2.28,146.0,-15.8,60.0,0.73,657
tight,0.08,5.0,3.0,5,2.31,345.9,-26.3,60.0,0.8,657
tight,0.08,5.0,3.0,10,2.4,1823.3,-48.4,60.0,0.95,657
tight,0.08,8.0,0.8,3,7.48,540.7,-15.6,50.2,1.38,657
tight,0.08,8.0,0.8,5,7.59,2026.4,-22.2,50.2,1.44,657
tight,0.08,8.0,0.8,10,7.61,7173.9,-44.4,50.2,1.36,657
tight,0.08,8.0,1.0,3,6.25,504.5,-15.6,50.2,1.34,657
tight,0.08,8.0,1.0,5,6.35,1863.5,-23.6,50.2,1.39,657
tight,0.08,8.0,1.0,10,6.36,6848.0,-44.4,50.2,1.34,657
tight,0.08,8.0,1.5,3,4.49,432.1,-15.6,50.7,1.26,657
tight,0.08,8.0,1.5,5,4.54,1507.9,-26.0,50.7,1.3,657
tight,0.08,8.0,1.5,10,4.57,6133.7,-44.4,50.7,1.3,657
tight,0.08,8.0,2.0,3,3.56,370.2,-15.6,51.3,1.17,657
tight,0.08,8.0,2.0,5,3.6,1208.2,-26.0,51.3,1.22,657
tight,0.08,8.0,2.0,10,3.64,5438.3,-44.4,51.3,1.27,657
tight,0.08,8.0,3.0,3,2.61,282.7,-15.8,53.1,1.04,657
tight,0.08,8.0,3.0,5,2.63,827.3,-26.3,53.1,1.09,657
tight,0.08,8.0,3.0,10,2.67,4276.9,-44.4,53.1,1.2,657
tight,0.1,1.5,0.8,3,3.31,46.4,-17.1,72.5,0.38,657
tight,0.1,1.5,0.8,5,3.32,88.7,-28.2,72.5,0.45,657
tight,0.1,1.5,0.8,10,3.36,255.4,-54.6,72.5,0.65,657
tight,0.1,1.5,1.0,3,2.77,41.8,-17.2,72.5,0.36,657
tight,0.1,1.5,1.0,5,2.78,78.8,-28.2,72.5,0.43,657
tight,0.1,1.5,1.0,10,2.8,218.9,-54.7,72.5,0.63,657
tight,0.1,1.5,1.5,3,1.97,30.8,-17.3,72.5,0.3,657
tight,0.1,1.5,1.5,5,1.97,56.4,-28.4,72.5,0.38,657
tight,0.1,1.5,1.5,10,1.98,143.8,-54.9,72.5,0.58,657
tight,0.1,1.5,2.0,3,1.53,20.8,-17.4,72.5,0.25,657
tight,0.1,1.5,2.0,5,1.53,36.8,-28.6,72.5,0.33,657
tight,0.1,1.5,2.0,10,1.53,86.5,-55.1,72.5,0.54,657
tight,0.1,1.5,3.0,3,1.06,3.0,-18.0,72.5,0.14,657
tight,0.1,1.5,3.0,5,1.06,4.9,-29.4,72.5,0.22,657
